position is:  {'x': '13.30', 'y': '6.32', 'quality': 36}
position is:  {'x': '10.08', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.61', 'quality': 56}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.61', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.14', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.13', 'y': '7.64', 'quality': 63}
position is:  {'x': '10.13', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.62', 'quality': 56}
position is:  {'x': '10.10', 'y': '7.61', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 56}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.65', 'quality': 56}
position is:  {'x': '10.11', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.63', 'quality': 55}
position is:  {'x': '10.08', 'y': '7.62', 'quality': 63}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.62', 'quality': 56}
position is:  {'x': '10.12', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.12', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.12', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 56}
position is:  {'x': '10.08', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.65', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.63', 'quality': 56}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.64', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 61}
position is:  {'x': '10.08', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.64', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.65', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.65', 'quality': 56}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.66', 'quality': 56}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 55}
position is:  {'x': '10.02', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.63', 'quality': 56}
position is:  {'x': '10.09', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.61', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.63', 'quality': 56}
position is:  {'x': '10.08', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.65', 'quality': 56}
position is:  {'x': '10.05', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.72', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.71', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.72', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.72', 'quality': 59}
position is:  {'x': '9.97', 'y': '7.71', 'quality': 54}
position is:  {'x': '10.01', 'y': '7.72', 'quality': 58}
position is:  {'x': '9.99', 'y': '7.73', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.73', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.73', 'quality': 58}
position is:  {'x': '10.01', 'y': '7.73', 'quality': 56}
position is:  {'x': '9.96', 'y': '7.72', 'quality': 52}
position is:  {'x': '10.00', 'y': '7.70', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.00', 'y': '7.70', 'quality': 49}
position is:  {'x': '10.03', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.01', 'y': '7.69', 'quality': 56}
position is:  {'x': '10.03', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.67', 'quality': 54}
position is:  {'x': '9.97', 'y': '7.65', 'quality': 50}
position is:  {'x': '10.01', 'y': '7.66', 'quality': 58}
position is:  {'x': '9.99', 'y': '7.66', 'quality': 56}
position is:  {'x': '10.00', 'y': '7.67', 'quality': 54}
position is:  {'x': '10.03', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.71', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.71', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.00', 'y': '7.70', 'quality': 45}
position is:  {'x': '10.02', 'y': '7.71', 'quality': 58}
position is:  {'x': '9.97', 'y': '7.70', 'quality': 54}
position is:  {'x': '9.98', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.01', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.72', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.68', 'quality': 57}
position is:  {'x': '9.98', 'y': '7.55', 'quality': 44}
position is:  {'x': '10.03', 'y': '7.62', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.64', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.13', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.68', 'quality': 65}
position is:  {'x': '10.11', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.06', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.01', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.02', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.13', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.10', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.07', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.08', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.12', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.13', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.09', 'y': '7.65', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.65', 'quality': 55}
position is:  {'x': '10.05', 'y': '7.67', 'quality': 57}
position is:  {'x': '9.95', 'y': '7.68', 'quality': 46}
position is:  {'x': '9.91', 'y': '7.67', 'quality': 47}
position is:  {'x': '9.98', 'y': '7.69', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.13', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.16', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.15', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.14', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.68', 'quality': 53}
position is:  {'x': '10.11', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.70', 'quality': 53}
position is:  {'x': '10.05', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.71', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.05', 'y': '7.66', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.01', 'y': '7.67', 'quality': 55}
position is:  {'x': '10.00', 'y': '7.71', 'quality': 57}
position is:  {'x': '9.99', 'y': '7.70', 'quality': 56}
position is:  {'x': '10.04', 'y': '7.61', 'quality': 57}
position is:  {'x': '9.94', 'y': '7.50', 'quality': 47}
position is:  {'x': '9.98', 'y': '7.57', 'quality': 57}
position is:  {'x': '10.07', 'y': '7.62', 'quality': 57}
position is:  {'x': '10.05', 'y': '7.62', 'quality': 53}
position is:  {'x': '10.01', 'y': '7.63', 'quality': 53}
position is:  {'x': '10.02', 'y': '7.65', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 51}
position is:  {'x': '9.99', 'y': '7.67', 'quality': 54}
position is:  {'x': '9.97', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.00', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.01', 'y': '7.71', 'quality': 59}
position is:  {'x': '9.99', 'y': '7.70', 'quality': 53}
position is:  {'x': '10.01', 'y': '7.66', 'quality': 57}
position is:  {'x': '9.96', 'y': '7.67', 'quality': 49}
position is:  {'x': '9.97', 'y': '7.67', 'quality': 56}
position is:  {'x': '9.95', 'y': '7.66', 'quality': 53}
position is:  {'x': '9.98', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.00', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.04', 'y': '7.67', 'quality': 58}
position is:  {'x': '9.96', 'y': '7.59', 'quality': 53}
position is:  {'x': '9.91', 'y': '7.54', 'quality': 50}
position is:  {'x': '9.99', 'y': '7.59', 'quality': 57}
position is:  {'x': '9.99', 'y': '7.64', 'quality': 54}
position is:  {'x': '9.94', 'y': '7.65', 'quality': 49}
position is:  {'x': '9.87', 'y': '7.64', 'quality': 43}
position is:  {'x': '9.79', 'y': '7.67', 'quality': 41}
position is:  {'x': '9.72', 'y': '7.50', 'quality': 39}
position is:  {'x': '9.70', 'y': '7.44', 'quality': 41}
position is:  {'x': '9.72', 'y': '7.44', 'quality': 46}
position is:  {'x': '9.75', 'y': '7.52', 'quality': 48}
position is:  {'x': '9.80', 'y': '7.50', 'quality': 53}
position is:  {'x': '9.85', 'y': '7.60', 'quality': 54}
position is:  {'x': '9.81', 'y': '7.45', 'quality': 42}
position is:  {'x': '9.81', 'y': '7.56', 'quality': 49}
position is:  {'x': '9.83', 'y': '7.61', 'quality': 49}
position is:  {'x': '9.81', 'y': '7.63', 'quality': 45}
position is:  {'x': '9.80', 'y': '7.66', 'quality': 47}
position is:  {'x': '9.83', 'y': '7.68', 'quality': 54}
position is:  {'x': '9.90', 'y': '7.65', 'quality': 56}
position is:  {'x': '9.80', 'y': '7.40', 'quality': 43}
position is:  {'x': '9.94', 'y': '7.52', 'quality': 56}
position is:  {'x': '9.96', 'y': '7.60', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.02', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.03', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.06', 'y': '7.68', 'quality': 57}
position is:  {'x': '9.99', 'y': '7.70', 'quality': 46}
position is:  {'x': '9.86', 'y': '7.59', 'quality': 45}
position is:  {'x': '9.87', 'y': '7.64', 'quality': 44}
position is:  {'x': '9.96', 'y': '7.66', 'quality': 58}
position is:  {'x': '9.93', 'y': '7.70', 'quality': 56}
position is:  {'x': '9.93', 'y': '7.71', 'quality': 52}
position is:  {'x': '10.01', 'y': '7.70', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.70', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.71', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.16', 'y': '7.72', 'quality': 58}
position is:  {'x': '10.14', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.17', 'y': '7.63', 'quality': 56}
position is:  {'x': '10.14', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.13', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.70', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.03', 'y': '7.68', 'quality': 51}
position is:  {'x': '9.98', 'y': '7.66', 'quality': 54}
position is:  {'x': '10.02', 'y': '7.67', 'quality': 57}
position is:  {'x': '9.98', 'y': '7.68', 'quality': 48}
position is:  {'x': '10.01', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.04', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.02', 'y': '7.69', 'quality': 53}
position is:  {'x': '10.05', 'y': '7.68', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.67', 'quality': 57}
position is:  {'x': '10.12', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.13', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.11', 'y': '7.66', 'quality': 57}
position is:  {'x': '10.16', 'y': '7.59', 'quality': 56}
position is:  {'x': '10.13', 'y': '7.61', 'quality': 57}
position is:  {'x': '10.13', 'y': '7.64', 'quality': 57}
position is:  {'x': '10.08', 'y': '7.67', 'quality': 58}
position is:  {'x': '10.09', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.10', 'y': '7.68', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.69', 'quality': 58}
position is:  {'x': '10.12', 'y': '7.71', 'quality': 58}
position is:  {'x': '10.11', 'y': '7.72', 'quality': 58}
position is:  {'x': '9.95', 'y': '7.52', 'quality': 38}
position is:  {'x': '9.80', 'y': '7.29', 'quality': 38}
position is:  {'x': '9.70', 'y': '7.13', 'quality': 36}
position is:  {'x': '9.67', 'y': '7.12', 'quality': 30}
position is:  {'x': '9.68', 'y': '7.14', 'quality': 57}
position is:  {'x': '9.67', 'y': '7.17', 'quality': 29}
position is:  {'x': '9.20', 'y': '6.60', 'quality': 32}
position is:  {'x': '9.44', 'y': '6.86', 'quality': 30}
position is:  {'x': '9.45', 'y': '6.83', 'quality': 30}
position is:  {'x': '9.68', 'y': '7.16', 'quality': 65}
position is:  {'x': '9.65', 'y': '7.22', 'quality': 41}
position is:  {'x': '9.64', 'y': '7.27', 'quality': 40}
position is:  {'x': '9.63', 'y': '7.15', 'quality': 38}
position is:  {'x': '9.62', 'y': '7.09', 'quality': 37}
position is:  {'x': '9.84', 'y': '7.34', 'quality': 57}
position is:  {'x': '9.79', 'y': '7.33', 'quality': 40}
position is:  {'x': '9.73', 'y': '7.30', 'quality': 37}
position is:  {'x': '9.79', 'y': '7.34', 'quality': 58}
position is:  {'x': '9.78', 'y': '7.47', 'quality': 46}
position is:  {'x': '9.68', 'y': '7.25', 'quality': 36}
position is:  {'x': '9.67', 'y': '7.26', 'quality': 42}
position is:  {'x': '9.65', 'y': '7.30', 'quality': 39}
position is:  {'x': '9.65', 'y': '7.29', 'quality': 41}
position is:  {'x': '9.62', 'y': '7.31', 'quality': 39}
position is:  {'x': '9.66', 'y': '7.19', 'quality': 41}
position is:  {'x': '9.66', 'y': '7.11', 'quality': 37}
position is:  {'x': '9.65', 'y': '7.07', 'quality': 39}
position is:  {'x': '9.63', 'y': '7.03', 'quality': 41}
position is:  {'x': '9.63', 'y': '7.02', 'quality': 42}
position is:  {'x': '9.64', 'y': '7.01', 'quality': 42}
position is:  {'x': '9.64', 'y': '7.02', 'quality': 39}
position is:  {'x': '9.62', 'y': '6.99', 'quality': 40}
position is:  {'x': '9.62', 'y': '6.99', 'quality': 37}
position is:  {'x': '9.60', 'y': '6.97', 'quality': 36}
position is:  {'x': '9.61', 'y': '6.97', 'quality': 41}
position is:  {'x': '9.63', 'y': '7.16', 'quality': 41}
position is:  {'x': '9.66', 'y': '7.13', 'quality': 54}
position is:  {'x': '9.65', 'y': '7.10', 'quality': 39}
position is:  {'x': '9.64', 'y': '7.05', 'quality': 37}
position is:  {'x': '9.62', 'y': '7.02', 'quality': 37}
position is:  {'x': '9.61', 'y': '7.00', 'quality': 38}
position is:  {'x': '9.60', 'y': '7.01', 'quality': 39}
position is:  {'x': '9.59', 'y': '6.99', 'quality': 35}
position is:  {'x': '9.59', 'y': '7.00', 'quality': 38}
position is:  {'x': '9.59', 'y': '7.14', 'quality': 40}
position is:  {'x': '9.63', 'y': '7.10', 'quality': 40}
position is:  {'x': '9.65', 'y': '7.06', 'quality': 40}
position is:  {'x': '9.66', 'y': '7.15', 'quality': 38}
position is:  {'x': '9.68', 'y': '7.38', 'quality': 45}
position is:  {'x': '9.66', 'y': '7.37', 'quality': 40}
position is:  {'x': '9.66', 'y': '7.49', 'quality': 41}
position is:  {'x': '9.64', 'y': '7.39', 'quality': 54}
position is:  {'x': '9.84', 'y': '7.42', 'quality': 57}
position is:  {'x': '9.76', 'y': '7.22', 'quality': 38}
position is:  {'x': '9.68', 'y': '7.06', 'quality': 37}
position is:  {'x': '9.66', 'y': '7.02', 'quality': 39}
position is:  {'x': '9.70', 'y': '7.18', 'quality': 47}
position is:  {'x': '9.73', 'y': '7.26', 'quality': 47}
position is:  {'x': '9.73', 'y': '7.29', 'quality': 42}
position is:  {'x': '9.59', 'y': '7.15', 'quality': 31}
position is:  {'x': '9.47', 'y': '6.90', 'quality': 32}
position is:  {'x': '9.75', 'y': '7.25', 'quality': 56}
position is:  {'x': '9.69', 'y': '7.13', 'quality': 40}
position is:  {'x': '9.77', 'y': '7.34', 'quality': 48}
position is:  {'x': '9.80', 'y': '7.50', 'quality': 48}
position is:  {'x': '9.80', 'y': '7.47', 'quality': 47}
position is:  {'x': '9.83', 'y': '7.57', 'quality': 50}
position is:  {'x': '9.92', 'y': '7.63', 'quality': 58}
position is:  {'x': '9.96', 'y': '7.63', 'quality': 57}
position is:  {'x': '9.93', 'y': '7.68', 'quality': 50}
position is:  {'x': '10.01', 'y': '7.71', 'quality': 57}
position is:  {'x': '9.92', 'y': '7.53', 'quality': 36}
position is:  {'x': '9.83', 'y': '7.58', 'quality': 40}
position is:  {'x': '9.83', 'y': '7.62', 'quality': 56}
position is:  {'x': '9.83', 'y': '7.65', 'quality': 48}
position is:  {'x': '9.87', 'y': '7.69', 'quality': 58}
position is:  {'x': '9.82', 'y': '7.70', 'quality': 46}
position is:  {'x': '9.89', 'y': '7.69', 'quality': 57}
